t1,r1,p1,l1,t2,r2,p2,l2,t3,r3,p3,l3,t4,r4,p4,l4,t5,r5,p5,l5,t6,r6,p6,l6,op1,op2,op3,op4,op5,op6,sv1,sv2,sv3,sv4,sv5,sv6,lt,tt,pt,game_score,estado
'\'(-inf-37.138995]\'',1,2,9,'\'(-inf-41.257811]\'',1,3,10,'\'(-inf-82.466974]\'',2,9,16,'\'(-inf-41.626247]\'',1,2,10,'\'(-inf-35.369728]\'',1,5,8,'\'(-inf-38.860268]\'',2,7,10,0,1,1,1,1,1,1,1,1,1,1,1,63,'\'(-inf-366.642526]\'',28,'\'(-inf-13.465411]\'',A
'\'(135.14993-inf)\'',3,194,44,'\'(76.549137-115.960834]\'',1,21,25,'\'(82.466974-112.968721]\'',1,18,22,'\'(41.626247-55.248765]\'',1,7,12,'\'(35.369728-46.650883]\'',1,5,8,'\'(48.843097-64.248229]\'',1,9,14,0,0,0,0,1,0,0,0,0,1,1,1,125,'\'(741.552114-inf)\'',254,'\'(21.845585-inf)\'',A
'\'(135.14993-inf)\'',11,35,8,'\'(41.257811-57.36167]\'',1,2,10,'\'(159.869152-241.1566]\'',1,8,22,'\'(112.254647-inf)\'',2,8,16,'\'(81.517634-inf)\'',2,8,12,'\'(95.929302-inf)\'',2,4,10,0,1,0,0,0,1,1,1,0,0,1,1,78,'\'(741.552114-inf)\'',65,'\'(18.512556-21.845585]\'',A
'\'(-inf-37.138995]\'',1,3,7,'\'(76.549137-115.960834]\'',3,17,10,'\'(112.968721-159.869152]\'',1,7,23,'\'(74.303022-112.254647]\'',1,2,12,'\'(81.517634-inf)\'',1,3,21,'\'(64.248229-95.929302]\'',1,10,12,1,1,0,0,0,0,1,1,0,1,0,1,85,'\'(459.963402-573.253523]\'',42,'\'(15.967208-18.512556]\'',A
'\'(37.138995-55.369498]\'',1,7,7,'\'(41.257811-57.36167]\'',1,10,10,'\'(112.968721-159.869152]\'',2,23,18,'\'(112.254647-inf)\'',1,15,21,'\'(35.369728-46.650883]\'',1,5,12,'\'(38.860268-48.843097]\'',1,5,10,1,1,0,0,0,1,1,1,0,0,1,1,78,'\'(366.642526-459.963402]\'',65,'\'(15.967208-18.512556]\'',A
'\'(135.14993-inf)\'',3,47,22,'\'(41.257811-57.36167]\'',1,13,10,'\'(112.968721-159.869152]\'',2,22,20,'\'(55.248765-74.303022]\'',2,5,10,'\'(35.369728-46.650883]\'',1,2,8,'\'(64.248229-95.929302]\'',1,4,21,0,1,0,1,1,0,0,1,0,1,1,0,91,'\'(573.253523-741.552114]\'',93,'\'(21.845585-inf)\'',A
'\'(37.138995-55.369498]\'',1,7,7,'\'(-inf-41.257811]\'',1,9,10,'\'(82.466974-112.968721]\'',1,14,16,'\'(41.626247-55.248765]\'',1,8,10,'\'(-inf-35.369728]\'',1,4,8,'\'(38.860268-48.843097]\'',1,5,10,1,1,1,1,1,1,1,1,1,1,1,1,61,'\'(-inf-366.642526]\'',47,'\'(-inf-13.465411]\'',A
'\'(37.138995-55.369498]\'',1,1,7,'\'(115.960834-inf)\'',3,5,11,'\'(159.869152-241.1566]\'',3,5,16,'\'(55.248765-74.303022]\'',1,3,11,'\'(-inf-35.369728]\'',1,2,8,'\'(38.860268-48.843097]\'',1,2,10,1,0,1,0,1,1,1,1,1,1,1,1,63,'\'(459.963402-573.253523]\'',18,'\'(-inf-13.465411]\'',A
'\'(135.14993-inf)\'',5,29,7,'\'(57.36167-76.549137]\'',1,14,12,'\'(-inf-82.466974]\'',1,12,16,'\'(41.626247-55.248765]\'',1,5,10,'\'(46.650883-58.860938]\'',1,5,8,'\'(38.860268-48.843097]\'',1,4,10,1,0,1,1,1,1,1,1,1,1,1,1,63,'\'(459.963402-573.253523]\'',69,'\'(13.465411-15.967208]\'',A
'\'(55.369498-80.790919]\'',2,8,9,'\'(57.36167-76.549137]\'',2,11,10,'\'(241.1566-inf)\'',3,42,29,'\'(112.254647-inf)\'',1,5,19,'\'(46.650883-58.860938]\'',1,4,16,'\'(-inf-38.860268]\'',1,3,10,0,1,0,0,0,1,1,1,0,0,0,1,93,'\'(573.253523-741.552114]\'',73,'\'(18.512556-21.845585]\'',A
'\'(55.369498-80.790919]\'',2,9,7,'\'(41.257811-57.36167]\'',1,12,12,'\'(82.466974-112.968721]\'',1,49,64,'\'(41.626247-55.248765]\'',1,11,20,'\'(-inf-35.369728]\'',1,9,16,'\'(95.929302-inf)\'',4,34,29,1,0,0,0,0,0,1,1,0,0,0,0,148,'\'(366.642526-459.963402]\'',124,'\'(21.845585-inf)\'',A
'\'(80.790919-135.14993]\'',3,5,13,'\'(41.257811-57.36167]\'',2,8,10,'\'(-inf-82.466974]\'',1,9,16,'\'(-inf-41.626247]\'',1,2,10,'\'(46.650883-58.860938]\'',2,6,12,'\'(64.248229-95.929302]\'',1,6,19,0,1,1,1,0,0,1,1,1,1,1,0,80,'\'(366.642526-459.963402]\'',36,'\'(13.465411-15.967208]\'',A
'\'(80.790919-135.14993]\'',1,1,7,'\'(115.960834-inf)\'',10,14,10,'\'(159.869152-241.1566]\'',1,4,20,'\'(74.303022-112.254647]\'',1,2,10,'\'(81.517634-inf)\'',1,2,16,'\'(95.929302-inf)\'',3,5,10,1,1,0,1,0,1,1,1,0,1,0,1,73,'\'(741.552114-inf)\'',28,'\'(18.512556-21.845585]\'',A
'\'(37.138995-55.369498]\'',1,11,7,'\'(-inf-41.257811]\'',1,10,10,'\'(-inf-82.466974]\'',1,16,17,'\'(-inf-41.626247]\'',1,12,11,'\'(-inf-35.369728]\'',1,8,8,'\'(38.860268-48.843097]\'',1,15,18,1,1,0,0,1,0,1,1,0,1,1,0,71,'\'(-inf-366.642526]\'',72,'\'(13.465411-15.967208]\'',A
'\'(55.369498-80.790919]\'',1,5,7,'\'(115.960834-inf)\'',3,23,10,'\'(82.466974-112.968721]\'',1,6,19,'\'(74.303022-112.254647]\'',1,4,10,'\'(58.860938-81.517634]\'',1,1,12,'\'(95.929302-inf)\'',19,5,12,1,1,0,1,0,0,1,1,0,1,1,1,70,'\'(459.963402-573.253523]\'',44,'\'(13.465411-15.967208]\'',A
'\'(55.369498-80.790919]\'',1,7,9,'\'(41.257811-57.36167]\'',1,11,10,'\'(82.466974-112.968721]\'',2,19,16,'\'(74.303022-112.254647]\'',1,17,20,'\'(35.369728-46.650883]\'',1,4,8,'\'(38.860268-48.843097]\'',1,5,12,0,1,1,0,1,0,1,1,1,0,1,1,75,'\'(366.642526-459.963402]\'',63,'\'(13.465411-15.967208]\'',A
'\'(37.138995-55.369498]\'',1,2,10,'\'(57.36167-76.549137]\'',2,14,10,'\'(-inf-82.466974]\'',1,12,16,'\'(-inf-41.626247]\'',1,2,10,'\'(-inf-35.369728]\'',1,4,8,'\'(48.843097-64.248229]\'',1,8,14,0,1,1,1,1,0,1,1,1,1,1,1,68,'\'(-inf-366.642526]\'',42,'\'(-inf-13.465411]\'',A
'\'(37.138995-55.369498]\'',1,3,7,'\'(57.36167-76.549137]\'',1,3,10,'\'(241.1566-inf)\'',2,14,16,'\'(74.303022-112.254647]\'',1,3,10,'\'(46.650883-58.860938]\'',1,3,8,'\'(95.929302-inf)\'',1,2,10,1,1,1,1,1,1,1,1,1,1,1,1,61,'\'(573.253523-741.552114]\'',28,'\'(13.465411-15.967208]\'',A
'\'(-inf-37.138995]\'',1,1,9,'\'(76.549137-115.960834]\'',2,5,12,'\'(-inf-82.466974]\'',1,6,17,'\'(74.303022-112.254647]\'',2,6,10,'\'(35.369728-46.650883]\'',1,3,12,'\'(38.860268-48.843097]\'',1,3,10,0,0,0,1,0,1,1,1,0,1,1,1,70,'\'(-inf-366.642526]\'',24,'\'(-inf-13.465411]\'',A
'\'(37.138995-55.369498]\'',3,9,7,'\'(-inf-41.257811]\'',1,4,10,'\'(241.1566-inf)\'',10,29,16,'\'(41.626247-55.248765]\'',1,4,10,'\'(35.369728-46.650883]\'',1,2,8,'\'(64.248229-95.929302]\'',2,8,10,1,1,1,1,1,1,1,1,1,1,1,1,61,'\'(573.253523-741.552114]\'',56,'\'(13.465411-15.967208]\'',A
'\'(37.138995-55.369498]\'',1,2,7,'\'(41.257811-57.36167]\'',1,3,10,'\'(112.968721-159.869152]\'',1,10,26,'\'(74.303022-112.254647]\'',1,7,17,'\'(46.650883-58.860938]\'',1,4,20,'\'(48.843097-64.248229]\'',2,6,10,1,1,0,0,0,1,1,1,0,0,0,1,90,'\'(366.642526-459.963402]\'',32,'\'(15.967208-18.512556]\'',A
'\'(80.790919-135.14993]\'',1,6,13,'\'(57.36167-76.549137]\'',1,10,11,'\'(241.1566-inf)\'',4,32,20,'\'(55.248765-74.303022]\'',1,12,14,'\'(35.369728-46.650883]\'',1,12,12,'\'(64.248229-95.929302]\'',4,18,12,0,0,0,0,0,0,1,1,0,1,1,1,82,'\'(573.253523-741.552114]\'',90,'\'(18.512556-21.845585]\'',A
'\'(37.138995-55.369498]\'',1,2,9,'\'(57.36167-76.549137]\'',2,5,10,'\'(241.1566-inf)\'',1,7,17,'\'(74.303022-112.254647]\'',3,5,12,'\'(81.517634-inf)\'',5,8,8,'\'(48.843097-64.248229]\'',1,4,14,0,1,0,0,1,0,1,1,0,1,1,1,70,'\'(741.552114-inf)\'',31,'\'(15.967208-18.512556]\'',A
'\'(55.369498-80.790919]\'',4,4,7,'\'(76.549137-115.960834]\'',2,6,10,'\'(159.869152-241.1566]\'',2,11,17,'\'(41.626247-55.248765]\'',1,2,10,'\'(58.860938-81.517634]\'',1,11,8,'\'(64.248229-95.929302]\'',2,7,10,1,1,0,1,1,1,1,1,0,1,1,1,62,'\'(459.963402-573.253523]\'',41,'\'(13.465411-15.967208]\'',A
'\'(37.138995-55.369498]\'',3,7,7,'\'(-inf-41.257811]\'',1,5,10,'\'(-inf-82.466974]\'',1,5,16,'\'(41.626247-55.248765]\'',2,7,15,'\'(-inf-35.369728]\'',1,7,12,'\'(-inf-38.860268]\'',1,3,10,1,1,1,0,0,1,1,1,1,0,1,1,70,'\'(-inf-366.642526]\'',34,'\'(-inf-13.465411]\'',A
'\'(-inf-37.138995]\'',1,1,7,'\'(57.36167-76.549137]\'',2,4,10,'\'(-inf-82.466974]\'',1,5,16,'\'(-inf-41.626247]\'',1,2,10,'\'(-inf-35.369728]\'',1,2,8,'\'(38.860268-48.843097]\'',2,4,10,1,1,1,1,1,1,1,1,1,1,1,1,61,'\'(-inf-366.642526]\'',18,'\'(-inf-13.465411]\'',A
'\'(55.369498-80.790919]\'',1,1,7,'\'(115.960834-inf)\'',7,31,10,'\'(241.1566-inf)\'',6,12,24,'\'(112.254647-inf)\'',3,3,10,'\'(35.369728-46.650883]\'',1,1,12,'\'(95.929302-inf)\'',8,14,11,1,1,0,1,0,0,1,1,0,1,1,1,74,'\'(741.552114-inf)\'',62,'\'(21.845585-inf)\'',A
'\'(55.369498-80.790919]\'',1,6,7,'\'(41.257811-57.36167]\'',1,11,10,'\'(159.869152-241.1566]\'',1,26,27,'\'(41.626247-55.248765]\'',1,5,12,'\'(81.517634-inf)\'',3,8,8,'\'(38.860268-48.843097]\'',1,6,10,1,1,0,0,1,1,1,1,0,1,1,1,74,'\'(459.963402-573.253523]\'',62,'\'(15.967208-18.512556]\'',A
'\'(55.369498-80.790919]\'',1,1,7,'\'(76.549137-115.960834]\'',2,4,10,'\'(241.1566-inf)\'',7,61,16,'\'(74.303022-112.254647]\'',2,22,10,'\'(-inf-35.369728]\'',1,6,8,'\'(-inf-38.860268]\'',1,9,11,1,1,1,1,1,0,1,1,1,1,1,1,62,'\'(573.253523-741.552114]\'',103,'\'(18.512556-21.845585]\'',A
'\'(37.138995-55.369498]\'',2,10,9,'\'(41.257811-57.36167]\'',2,6,10,'\'(112.968721-159.869152]\'',14,26,17,'\'(-inf-41.626247]\'',1,6,15,'\'(-inf-35.369728]\'',1,5,8,'\'(-inf-38.860268]\'',1,4,10,0,1,0,0,1,1,1,1,0,0,1,1,69,'\'(-inf-366.642526]\'',57,'\'(13.465411-15.967208]\'',A
'\'(-inf-37.138995]\'',1,7,7,'\'(-inf-41.257811]\'',1,5,10,'\'(-inf-82.466974]\'',1,7,16,'\'(55.248765-74.303022]\'',1,6,14,'\'(81.517634-inf)\'',1,4,13,'\'(48.843097-64.248229]\'',1,4,10,1,1,1,0,0,1,1,1,1,1,1,1,70,'\'(366.642526-459.963402]\'',33,'\'(-inf-13.465411]\'',A
'\'(37.138995-55.369498]\'',1,8,7,'\'(-inf-41.257811]\'',1,5,10,'\'(112.968721-159.869152]\'',2,8,17,'\'(55.248765-74.303022]\'',1,2,10,'\'(35.369728-46.650883]\'',1,2,8,'\'(38.860268-48.843097]\'',1,4,10,1,1,0,1,1,1,1,1,0,1,1,1,62,'\'(366.642526-459.963402]\'',29,'\'(-inf-13.465411]\'',A
'\'(37.138995-55.369498]\'',1,1,7,'\'(57.36167-76.549137]\'',1,3,12,'\'(112.968721-159.869152]\'',1,23,20,'\'(41.626247-55.248765]\'',1,4,10,'\'(58.860938-81.517634]\'',2,3,8,'\'(48.843097-64.248229]\'',1,5,14,1,0,0,1,1,0,1,1,0,1,1,1,71,'\'(366.642526-459.963402]\'',39,'\'(13.465411-15.967208]\'',A
'\'(37.138995-55.369498]\'',2,8,7,'\'(41.257811-57.36167]\'',2,13,10,'\'(-inf-82.466974]\'',1,20,19,'\'(112.254647-inf)\'',5,43,12,'\'(-inf-35.369728]\'',1,6,8,'\'(48.843097-64.248229]\'',1,53,49,1,1,0,0,1,0,1,1,0,1,1,0,105,'\'(366.642526-459.963402]\'',143,'\'(21.845585-inf)\'',A
'\'(80.790919-135.14993]\'',1,10,13,'\'(57.36167-76.549137]\'',1,10,12,'\'(82.466974-112.968721]\'',1,8,20,'\'(55.248765-74.303022]\'',3,5,10,'\'(35.369728-46.650883]\'',1,3,8,'\'(48.843097-64.248229]\'',1,6,14,0,0,0,1,1,0,1,1,0,1,1,1,77,'\'(366.642526-459.963402]\'',42,'\'(13.465411-15.967208]\'',A
'\'(55.369498-80.790919]\'',2,17,7,'\'(57.36167-76.549137]\'',1,12,10,'\'(159.869152-241.1566]\'',3,23,16,'\'(-inf-41.626247]\'',1,2,10,'\'(81.517634-inf)\'',3,4,8,'\'(-inf-38.860268]\'',1,2,10,1,1,1,1,1,1,1,1,1,1,1,1,61,'\'(366.642526-459.963402]\'',60,'\'(13.465411-15.967208]\'',A
'\'(135.14993-inf)\'',1,35,12,'\'(-inf-41.257811]\'',1,8,10,'\'(82.466974-112.968721]\'',1,10,26,'\'(41.626247-55.248765]\'',1,6,11,'\'(58.860938-81.517634]\'',1,5,12,'\'(48.843097-64.248229]\'',1,5,14,0,1,0,0,0,0,1,1,0,1,1,1,85,'\'(366.642526-459.963402]\'',69,'\'(15.967208-18.512556]\'',A
'\'(37.138995-55.369498]\'',2,5,7,'\'(76.549137-115.960834]\'',2,5,10,'\'(82.466974-112.968721]\'',1,4,16,'\'(41.626247-55.248765]\'',1,2,10,'\'(35.369728-46.650883]\'',1,2,8,'\'(95.929302-inf)\'',3,9,12,1,1,1,1,1,0,1,1,1,1,1,1,63,'\'(366.642526-459.963402]\'',27,'\'(-inf-13.465411]\'',A
'\'(80.790919-135.14993]\'',5,11,7,'\'(-inf-41.257811]\'',1,8,12,'\'(82.466974-112.968721]\'',2,18,16,'\'(74.303022-112.254647]\'',1,8,14,'\'(81.517634-inf)\'',9,24,8,'\'(-inf-38.860268]\'',1,9,10,1,0,1,0,1,1,1,1,1,1,1,1,67,'\'(459.963402-573.253523]\'',78,'\'(15.967208-18.512556]\'',A
'\'(135.14993-inf)\'',3,9,7,'\'(115.960834-inf)\'',2,7,10,'\'(241.1566-inf)\'',10,28,16,'\'(74.303022-112.254647]\'',2,7,10,'\'(46.650883-58.860938]\'',1,4,8,'\'(95.929302-inf)\'',3,7,10,1,1,1,1,1,1,1,1,1,1,1,1,61,'\'(741.552114-inf)\'',62,'\'(18.512556-21.845585]\'',A
'\'(-inf-37.138995]\'',1,1,7,'\'(115.960834-inf)\'',10,46,10,'\'(-inf-82.466974]\'',1,7,16,'\'(-inf-41.626247]\'',1,8,10,'\'(-inf-35.369728]\'',1,5,8,'\'(38.860268-48.843097]\'',1,6,10,1,1,1,1,1,1,1,1,1,1,1,1,61,'\'(459.963402-573.253523]\'',73,'\'(13.465411-15.967208]\'',A
'\'(-inf-37.138995]\'',1,11,7,'\'(-inf-41.257811]\'',1,8,11,'\'(82.466974-112.968721]\'',1,9,16,'\'(-inf-41.626247]\'',1,3,10,'\'(-inf-35.369728]\'',1,5,8,'\'(64.248229-95.929302]\'',1,7,18,1,0,1,1,1,0,1,1,1,1,1,0,70,'\'(-inf-366.642526]\'',43,'\'(-inf-13.465411]\'',A
'\'(80.790919-135.14993]\'',1,1,7,'\'(115.960834-inf)\'',2,3,10,'\'(159.869152-241.1566]\'',1,10,18,'\'(112.254647-inf)\'',5,14,14,'\'(81.517634-inf)\'',1,4,12,'\'(95.929302-inf)\'',4,11,10,1,1,0,0,0,1,1,1,0,1,1,1,71,'\'(741.552114-inf)\'',43,'\'(18.512556-21.845585]\'',A
'\'(37.138995-55.369498]\'',1,3,7,'\'(-inf-41.257811]\'',1,5,10,'\'(82.466974-112.968721]\'',1,3,17,'\'(112.254647-inf)\'',2,4,11,'\'(58.860938-81.517634]\'',1,2,12,'\'(95.929302-inf)\'',3,7,11,1,1,0,0,0,0,1,1,0,1,1,1,68,'\'(459.963402-573.253523]\'',24,'\'(13.465411-15.967208]\'',A
'\'(80.790919-135.14993]\'',2,24,10,'\'(-inf-41.257811]\'',1,14,10,'\'(-inf-82.466974]\'',1,16,18,'\'(41.626247-55.248765]\'',2,28,14,'\'(81.517634-inf)\'',3,41,19,'\'(-inf-38.860268]\'',2,14,14,0,1,0,0,0,0,1,1,0,1,0,1,85,'\'(-inf-366.642526]\'',137,'\'(18.512556-21.845585]\'',A
'\'(37.138995-55.369498]\'',1,6,9,'\'(76.549137-115.960834]\'',1,19,17,'\'(82.466974-112.968721]\'',1,15,18,'\'(112.254647-inf)\'',1,7,18,'\'(46.650883-58.860938]\'',1,4,15,'\'(64.248229-95.929302]\'',2,11,10,0,0,0,0,0,1,1,0,0,0,0,1,87,'\'(459.963402-573.253523]\'',62,'\'(18.512556-21.845585]\'',A
'\'(55.369498-80.790919]\'',2,19,9,'\'(41.257811-57.36167]\'',1,12,15,'\'(159.869152-241.1566]\'',2,20,16,'\'(112.254647-inf)\'',2,9,21,'\'(81.517634-inf)\'',1,7,14,'\'(95.929302-inf)\'',4,13,14,0,0,1,0,0,0,1,1,1,0,1,1,89,'\'(573.253523-741.552114]\'',80,'\'(18.512556-21.845585]\'',A
'\'(37.138995-55.369498]\'',1,1,7,'\'(76.549137-115.960834]\'',2,5,10,'\'(241.1566-inf)\'',1,19,44,'\'(55.248765-74.303022]\'',1,3,12,'\'(58.860938-81.517634]\'',1,3,10,'\'(95.929302-inf)\'',3,10,18,1,1,0,0,0,0,1,1,0,1,1,0,101,'\'(573.253523-741.552114]\'',41,'\'(18.512556-21.845585]\'',A
'\'(55.369498-80.790919]\'',1,1,7,'\'(115.960834-inf)\'',2,7,12,'\'(159.869152-241.1566]\'',1,6,17,'\'(112.254647-inf)\'',2,7,12,'\'(46.650883-58.860938]\'',1,3,8,'\'(48.843097-64.248229]\'',1,5,10,1,0,0,0,1,1,1,1,0,1,1,1,66,'\'(573.253523-741.552114]\'',29,'\'(13.465411-15.967208]\'',A
